Date,Close,High,Low,Open,Volume
2025-01-02,26.08880043029785,26.57339316747441,25.604209579415432,26.247035986827306,2559800
2025-01-03,25.851449966430664,26.167917307409155,25.604209620504452,26.07891251826633,2210400
2025-01-06,27.067874908447266,27.186549222579842,26.07891348796945,26.167918280421777,3904900
2025-01-07,26.71184539794922,27.46345622520829,26.642618407567753,27.46345622520829,2913100
2025-01-08,25.8316707611084,26.682176221949874,25.8316707611084,26.682176221949874,2742600
2025-01-09,26.355819702148438,26.484385734470234,25.673435839847595,25.940455858090633,1872500
2025-01-10,26.415157318115234,26.682177341037534,25.811892164390997,26.30637284996824,3484900
2025-01-13,26.4349365234375,26.533833036035443,26.098689512380947,26.533833036035443,3734600
2025-01-14,27.26566505432129,27.522795240509495,26.266813830153527,26.43493734088066,3678600
2025-01-15,28.46230697631836,28.88755875207528,27.374449165877568,27.621689491600748,4474300
2025-01-16,28.195289611816406,28.590873792754152,28.007386418510666,28.452419800999483,3148300
2025-01-17,27.88871192932129,28.393080577862925,27.582132540544492,28.393080577862925,2515800
2025-01-20,28.13595199584961,28.38319234067678,27.819482769983757,28.14583994970386,1450300
2025-01-21,28.729326248168945,28.83811259946964,27.9480477683836,27.9480477683836,3209100
2025-01-22,28.9864559173584,29.411709589058788,28.620541283309713,29.11502194597639,2337900
2025-01-23,28.9172306060791,29.441380818017436,28.75899693573812,28.77877661610428,3249300
2025-01-24,29.579833984375,29.856743842908543,28.669989462100894,28.877672327574572,2924600
2025-01-27,30.865482330322266,31.261068372978055,29.16446951481976,29.16446951481976,3451300
2025-01-28,30.45012092590332,30.905042242288648,30.094094235658048,30.45012092590332,3328100
2025-01-29,30.8061466217041,30.99404981213943,30.113874787211756,30.70725010640687,3357600
2025-01-30,32.250030517578125,32.93241249709235,30.845705312478128,31.003938978999752,6354200
2025-01-31,33.68402862548828,34.079610945227635,32.25003375653525,32.25003375653525,7035300
2025-02-03,33.87192916870117,34.49497592944293,33.16976745485882,33.36756049649302,6944300
2025-02-04,33.10053634643555,33.9213722743086,32.61594364322787,33.62468463498808,21121700
2025-02-05,31.824777603149414,33.13020632675478,31.379744226332065,33.100538692496386,6988600
2025-02-06,32.29948043823242,32.358819482688475,31.528089836951978,31.74566067440809,3871800
2025-02-07,33.16976547241211,33.59501916610367,32.190692049762454,32.190692049762454,4072200
2025-02-10,33.51590347290039,33.92137752298153,33.11042942281925,33.48623583615426,4585200
2025-02-11,33.62468719482422,34.33674060147228,33.33788748685894,33.61479924088224,2740500
2025-02-12,32.68517303466797,33.62468710536494,32.25003138320091,32.98186069578588,6265100
2025-02-13,33.58512496948242,34.11916497892144,32.74450937034129,33.051084960043404,5373800
2025-02-14,34.02027130126953,34.208172596060045,32.932411573430116,33.62468525976645,5353600
2025-02-17,34.12905502319336,34.41585472427111,33.8323673684111,33.96093340209909,1689500
2025-02-18,33.92137145996094,34.2378387706505,33.47633812537002,34.14883210373231,2965500
2025-02-19,33.664241790771484,34.13894273714932,32.922520854695904,33.04119514814342,2325400
2025-02-20,34.70265579223633,34.91033678150534,33.169766371659506,33.35766768015218,2838900
2025-02-21,34.6729850769043,34.8114390574496,34.227951730445795,34.6729850769043,3310600
2025-02-24,33.95104217529297,34.78176601956082,33.76313711972851,34.61364441467457,3926400
2025-02-25,35.08835220336914,35.54327357026459,34.01038405936732,34.277404106698626,5076700
2025-02-26,35.41470718383789,35.84984881825882,34.80154843261386,35.33558846525874,3356100
2025-02-27,35.41470718383789,36.205875506688734,35.33558846525874,35.444374817011,4905800
2025-02-28,34.57408905029297,35.3652574023134,33.6840260689906,34.455414740636975,8288500
2025-03-05,34.316959381103516,34.49497272477758,33.288438678228495,34.11916635784476,4735600
2025-03-06,34.405967712402344,34.98945508423485,34.25762199465626,34.80155000541137,3452700
2025-03-07,33.74336242675781,34.10928086660706,33.229102038197176,33.81258942400748,5957100
2025-03-10,33.862037658691406,34.38618595728503,33.44667193761511,33.753251308585995,5519500
2025-03-11,33.13020706176758,33.75325380313452,32.9423057529819,33.73347412232734,9750500
2025-03-12,32.83351516723633,33.258768818364715,32.695061192001575,33.258768818364715,5021200
2025-03-13,32.83351516723633,32.97196914247108,32.14124151847468,32.84340312007257,3149100
2025-03-14,33.10053634643555,33.38733225997885,32.685170633316396,33.1302039785912,6791700
2025-03-17,33.327999114990234,33.46645310397155,32.31925805908433,33.38733438307465,2679500
2025-03-18,34.287288665771484,34.583980092927256,33.07086664123272,33.199432674827676,5600100
2025-03-19,34.603759765625,35.28614174824556,34.12905499131099,34.613647719320284,3059300
2025-03-20,34.316959381103516,34.68287402194993,34.00049205292476,34.485080998691174,2715800
2025-03-21,34.02027130126953,34.43563324951848,33.951044309894705,34.43563324951848,3603900
2025-03-24,33.20932388305664,33.7829195032609,32.94230386633481,33.545567119756555,3311400
2025-03-25,33.50725555419922,33.795252189768206,32.970979686506425,33.43773494463967,2215000
2025-03-26,32.8816032409668,33.66615462077708,32.613465283751275,33.66615462077708,3550500
2025-03-27,32.89152908325195,33.17952950157487,32.663116134080084,33.169600150907634,2170400
2025-03-28,33.16960144042969,33.437735591077185,32.3651876233391,32.702842384890154,2052500
2025-03-31,33.13980484008789,33.537047061474304,32.84187506823937,33.06035866884016,1926400
2025-04-01,33.636356353759766,33.89456493902057,32.941184347481084,33.27883910548029,2219500
2025-04-02,33.50725555419922,34.182561275863236,33.43773494463967,33.75553099794041,2969200
2025-04-03,34.26201248168945,34.708909054344566,33.15966886526777,33.39801496681142,2379500
2025-04-04,33.9144287109375,34.321600306113446,33.19939418735718,33.65622011591891,3061700
2025-04-07,33.249046325683594,34.04352697255403,32.78228728822985,33.77538904391353,3507500
2025-04-08,33.5767707824707,33.90449238270277,33.06035742938213,33.07028677977237,3826000
2025-04-09,34.003807067871094,34.371253670627546,33.29870191549062,33.53704801275972,3984500
2025-04-10,33.626426696777344,34.13290693497535,33.31856378280906,33.66615167697634,2221500
2025-04-11,34.46063232421875,34.63939094665471,33.2689094374399,33.96408143709278,2769800
2025-04-14,35.543113708496094,35.71193919311456,34.49042445512144,34.748633040091946,3693700
2025-04-15,35.92049026489258,36.287940658296094,35.32463070062195,35.55304365987178,3530400
2025-04-16,35.741737365722656,35.940354705668355,35.36435760073657,35.51332060569584,5189600
2025-04-17,36.38724899291992,36.63552444051177,35.70201012138419,35.74173510221073,3375400
2025-04-22,36.705039978027344,37.11221154629096,35.94035117160396,35.94035117160396,2968100
2025-04-23,36.71497344970703,37.27110801332064,36.53621482900763,37.02283257216954,3625800
2025-04-24,36.71497344970703,36.923523911062134,36.42697302875993,36.883798931266135,4418900
2025-04-25,37.26118087768555,37.300905859843134,36.556079492111,36.774559317212116,2271800
2025-04-28,36.93345260620117,37.53924527799743,36.70503965900271,37.4995202989066,3956000
2025-04-29,36.97317886352539,37.33069611093783,36.88379955167228,36.94338702236857,2588400
2025-04-30,37.36048889160156,37.55911001053462,36.78449181391672,36.923525460655036,5453100
2025-05-02,37.132076263427734,37.241318069238744,36.347524920223904,36.94338828236139,3537800
2025-05-05,37.12214279174805,37.30090140170949,36.61565880072983,37.1320721419093,3274900
2025-05-06,36.38724899291992,36.665316281940335,35.57290582788928,36.34752401209338,5537600
2025-05-07,36.91359329223633,36.983113905817206,36.337596199397915,36.397183673160306,2482500
2025-05-08,37.757728576660156,37.946416543278815,36.844073006693634,37.04269411219788,5651600
2025-05-09,38.06559371948242,38.711107614876695,37.231388057983914,37.89676444393562,7236400
