Date,Close,High,Low,Open,Volume
2025-01-02,4.533990383148193,4.598629917770315,4.450882913286387,4.524756415528351,1739400
2025-01-03,4.783313274383545,4.783313274383545,4.543224412123753,4.543224412123753,3897300
2025-01-06,4.792547702789307,4.8756556064078636,4.73714258048386,4.829484450992939,1466800
2025-01-07,4.921826362609863,4.94029473686593,4.737142620049198,4.755610994305265,1084700
2025-01-08,4.866421222686768,4.921826345259655,4.838718441239937,4.921826345259655,529800
2025-01-09,4.820250511169434,4.86642167106127,4.77407979159841,4.86642167106127,756700
2025-01-10,4.755611419677734,4.838718891103313,4.737143043769738,4.838718891103313,538400
2025-01-13,4.727908611297607,4.7833137387361555,4.690971859671908,4.718674643551588,1305000
2025-01-14,4.9402947425842285,4.9402947425842285,4.727908218233243,4.727908218233243,803400
2025-01-15,5.032636642456055,5.078807798571378,4.884889647400263,4.958763144928159,1220600
2025-01-16,5.032636642456055,5.041871049807431,4.949529177897561,4.977231519310132,683700
2025-01-17,5.004934310913086,5.032636652380287,4.9310608132395135,4.986465936494693,655500
2025-01-20,5.023402690887451,5.023402690887451,4.903358036874735,4.912592444254535,707600
2025-01-21,5.106510639190674,5.124979013785617,4.977231576705292,4.9864659841631545,879200
2025-01-22,5.2357892990112305,5.2357892990112305,5.088042301189088,5.124979050644623,1553800
2025-01-23,5.097276210784912,5.254257614357182,5.097276210784912,5.217320865319093,1307100
2025-01-24,5.134212970733643,5.226554843525101,5.069573439619232,5.078807847058768,740000
2025-01-27,5.254257678985596,5.263491646198307,5.115744648228632,5.161915805254549,842200
2025-01-28,5.337365627288818,5.337365627288818,5.198852595447472,5.245023312514061,880600
2025-01-29,5.328131198883057,5.36506794852045,5.245023292038527,5.30966282406436,721700
2025-01-30,5.226554870605469,5.374302308158107,5.2173209034388695,5.300428369221396,1095600
2025-01-31,5.2819600105285645,5.3281311674634315,5.217320919204692,5.245023261108984,1049100
2025-02-03,5.30966329574585,5.337366080595253,5.217321413449218,5.217321413449218,3091800
2025-02-04,5.2357892990112305,5.300428390398025,5.161915800100159,5.300428390398025,1209400
2025-02-05,5.1157450675964355,5.245023701417633,5.069573906785597,5.245023701417633,1326500
2025-02-06,5.180384159088135,5.180384159088135,5.0695734707374225,5.115744627576952,1243600
2025-02-07,5.171149730682373,5.217320887335209,5.106510639753343,5.134212981488417,1426500
2025-02-10,5.088042736053467,5.25425812280946,5.088042736053467,5.124979488665909,990400
2025-02-11,5.217321395874023,5.226555363912167,5.032637191582064,5.032637191582064,966300
2025-02-12,4.9402947425842285,5.171149641212658,4.9402947425842285,5.1065105514019935,1465700
2025-02-13,5.143447399139404,5.143447399139404,4.912592496059336,4.9495292453264845,996300
2025-02-14,5.217321395874023,5.272726525065363,5.1342134819266,5.1342134819266,991200
2025-02-17,5.208086967468262,5.35583441839729,5.124979494161559,5.124979494161559,897200
2025-02-18,5.208086967468262,5.281960472772364,5.13421346216416,5.2265553437942875,848800
2025-02-19,5.152681350708008,5.189618099863416,5.097276226974896,5.189618099863416,1219800
2025-02-20,5.078808307647705,5.171150188813499,4.99570039443808,5.171150188813499,1053900
2025-02-21,5.041871547698975,5.078808300110476,4.995700387024187,5.078808300110476,1047300
2025-02-24,4.9679975509643555,5.041871048472695,4.921826394861255,5.004934299718525,548400
2025-02-25,4.949529647827148,4.99570036800534,4.921826863463577,4.921826863463577,745000
2025-02-26,4.986466407775879,5.014168751861285,4.931061279284247,4.931061279284247,977500
2025-02-27,5.0141682624816895,5.069573385565817,4.940294765036186,4.958763139397562,924800
2025-02-28,5.1619157791137695,5.328131150987912,5.060339498363624,5.078807873016307,2505900
2025-03-05,5.152681350708008,5.161915758157251,5.014168321214837,5.161915758157251,1257200
2025-03-06,5.48511266708374,5.48511266708374,5.1434475089104374,5.171149851291628,2071100
2025-03-07,5.411239147186279,5.512814989306949,5.3558340223056975,5.448175897106666,1618000
2025-03-10,5.365067481994629,5.485112128037927,5.309662362356357,5.420472601632901,3130700
2025-03-11,5.30042839050293,5.429707453920649,5.263491641046663,5.374302329736249,1169200
2025-03-12,5.254257678985596,5.374302334996349,5.198852554746968,5.300428395690726,1139400
2025-03-13,5.392770767211914,5.4389414844090735,5.208086577460903,5.309662859807919,1144400
2025-03-14,5.374301910400391,5.438940996744928,5.32813075702222,5.392770283687509,1107600
2025-03-17,5.374301910400391,5.392770283687509,5.26349123035693,5.383535876883574,1814400
2025-03-18,5.337365627288818,5.365067969464614,5.254257720119853,5.355834002179612,1118700
2025-03-19,5.48511266708374,5.52204941713919,5.300428476485701,5.346599634215409,2806100
2025-03-20,5.291194438934326,5.522049343878545,5.281960031382579,5.475878186761387,1494300
2025-03-21,5.124979496002197,5.3004288510020405,5.115745087675456,5.281960474669382,9707500
2025-03-24,5.143447399139404,5.24502323946367,5.088042275238682,5.088042275238682,1136100
